id,dialogue,predict_summary,hallucination_type,hallucination_level,confidence_score,first_shot_summary,first_shot_hallucination_type,first_shot_hallucination_level,first_shot_confidence_score,prediction,org_prediction,time_taken,gpt_model
13864890,"Ethan: ok I’m back
Dustin: <file_gif>
Ray: hey. How was the meeting?
Ethan: boooriiiiing
Dustin: <file_gif>
Ethan: all the more that I’m all sore after yesterday
Ethan: <file_gif>
Ray: again? how often do you go to the gym bro?;D
Ethan: oh you know. I usually try every other day
Ethan: but this week I’ve trained every day
Dustin: whaaaa
Ray: you’re crazy
Ethan: some guys always go every day and they live
Dustin: yeah right. I’m so proud of myself if I go twice a week ;D
Ray: exactly!
Ethan: no pain no gain 
Dustin: so u training tonight? Or maybe
Dustin: <file_gif>
Dustin: ? :D
Ray: all riiiight :D now you’re talking;D
Ethan: I was going to…
Ethan: but you know…
Ray: 8pm my place?
Dustin: perfect
Ethan: how bout 9pm? I have to pick up the kids 
Ray: Ok, we’ll be waiting
Dustin: we will. Not sure if the magic potion will xD
Ethan: Ok I’ll text Sam to pick them up ;D
Ethan: see u at 8
Ray: <file_gif> ",The meeting was boring.,NULL,0.0,1.0,The meeting was boring.,NULL,0.0,1.0,False,False,4.428,gpt-3.5-turbo-16k
13863055,"Lucy: 15. My little girl is 15. What should I do now? Where is the rule book?
Patricia: Why? It's like yesterday she was 5 years old...
Patricia: You know, you have like 15 years of preparation and it shouldn't come as a surprise :) 
Lucy: Pat, as a mother I'm not as good as I always wanted to be...
Patricia: Don't exaggerate...
Lucy: Are you numb to all emotions? How did you feel when Patrick turned 15?
Patricia: I just don't see things as you do :)
Lucy: :)",Lucy is looking for some rules.,NULL,0.0,1.0,Lucy is looking for some rules.,NULL,0.0,1.0,False,False,7.1492,gpt-3.5-turbo-16k
13864860,"Sam: Where are you?
Kate: downstairs
Sam: already?
Kate: sure, come down
Jeff: We're in the little room next to the reception
Kate: have you noticed the woman making a cake?
Sam: yes
Kate: did you see the cake?
Sam: I didn't pay attention, why?
Kate: there was a huge penis on it
Kate: made of marzipan or sth
Sam: hahah, really?
Kate: when I noticed it, I started laughing
Kate: so she laughed too
Sam: nice
Kate: I asked her what's she doing
Kate: Somebody ordered a cake with a huge penis with balls and chocolate hair
Sam: hahah, I must see it!
Kate: she is working in the small room under the stairs
Sam: right, there is a kitchen",Sam and Jeff should join Kate and Jeff downstairs.,NULL,0.0,1.0,Sam and Jeff should join Kate and Jeff downstairs.,NULL,0.0,1.0,False,False,8.1428,gpt-3.5-turbo-16k
13680571,"Frank: Son, will you come home this weekend?
Son: not sure yet. Something happened?
Frank: Of course not. Your mother miss you.
Son: I miss her too.
Frank: So will you com?
Son: I will try.
Frank: Good, I will tell your mother that you will come
Son: oh, dad.. ok I will come.","Frank's son won't come home this weekend, but will come next week.",NULL,0.0,1.0,"Frank's son won't come home this weekend, but will come next week.",NULL,0.0,1.0,False,False,5.2213,gpt-3.5-turbo-16k
13728288,"Betty: <file_photo>
Sandra: Hahaha!
Betty: This guy has totally nailed it!
Sandra: I have a special place in my heart for men that take care of animals.
Betty: I know! He and his cat look so cute!
Sandra: Haha! I'm sure he could've taken good care of us too!
Betty: :) :) :)
Betty: Sandra you naughty girl!
Sandra: Oh stop it. We both know that you think that too.
Betty: Maybe a little.
Sandra: Btw, my ex just messeged me. He said he had been thinking about our split-up recently and he stated that it had been a mistake.
Betty: Seriously?! After 3 months?
Sandra: Yeah. The worst thing is that I think that too :(
Betty: You are not thinking of getting back to him are you?
Sandra: ...
Betty: Come on! He was such a jerk back then! Don't you remember how sick you felt when he left you?
Sandra: I know but
Betty: No buts! I'll be at your place at 6. I'll bring the wine!",Betty and Sandra have a chuckle at the man taking care of a dog.,NULL,0.0,1.0,Betty and Sandra have a chuckle at the man taking care of a dog.,NULL,0.0,1.0,False,False,4.5127,gpt-3.5-turbo-16k
13715895,"Patricia: Hello, here's the fair-trade brand I've been talking about <file_other>
Elle: Oh, thanks!
Florence: Looks great!
Patricia: I'm glad, I hope you enjoy it. The quality's really great and knowing where it came from makes it easier to spend the extra dollar ;)
Elle: I'll look into it :)
Florence: Thx",Patricia sends Elle and Florence a picture of the fair-trade brand. They like it.,NULL,0.0,1.0,Patricia sends Elle and Florence a picture of the fair-trade brand. They like it.,NULL,0.0,1.0,False,False,4.7168,gpt-3.5-turbo-16k
13728295,"Dave: Hey, is Nicky still at your place? Her phone is off
Sam: She just left
Dave: Thanks!",Nicky has just left Sam's place and her phone is off.,NULL,0.0,1.0,Nicky left Sam's place.,NULL,0.0,1.0,False,False,4.4783,gpt-3.5-turbo-16k
13716075,"Claire: <file_photo>
Kim: Looks delicious...
Linda: No way... Look what I'm cooking right now:
Linda: <file_photo>
Claire: hahahaha 
Kim: Curry dream team
Claire: Enjoy your dinner :*",Claire sends Kim a photo of curry she's cooking. Linda also cooks curry.,NULL,0.0,1.0,Claire sends Kim a photo of curry she's cooking. Linda also cooks curry.,NULL,0.0,1.0,False,False,6.248,gpt-3.5-turbo-16k
13731338,"Ralph: Hey brewski, did you hear that decent polish joke? 
Andrew: No?
Ralph: How do you sink a polish battleship?
Andrew: Umm, shoot it, bomb it? Whatever.
Ralph: Put it in water. Hahaha
Andrew: Dude, that’s gotta be the worst joke ever. It got my mouth so dry, that now I have to take a sip of water.",Ralph told Andrew about the polish joke and he likes it.,NULL,0.0,1.0,Ralph told Andrew about the polish joke and he likes it.,NULL,0.0,1.0,False,False,4.72,gpt-3.5-turbo-16k
13862754,"Keith: Have you heard anything about the cafes by the river?
Keith: The ones that got damaged with the flods
Adam: No I haven't
Adam: But there was an article sometime ago, they want to re-build them
Adam: But the cost to fix the damage is sky high
Keith: It's really sad, it was a great place
Adam: I know
Adam: I miss going there
Keith: Yeah :/",Adam did not hear anything about the cafes by the river that got damaged with the flods.,NULL,0.0,1.0,Adam did not hear anything about the cafes by the river that got damaged with the flods.,NULL,0.0,1.0,False,False,4.9535,gpt-3.5-turbo-16k
13829773,"Ola: Hello Kate, sorry for not keeping in touch properly. As expected, we have hardly any connectivity here in Cuba. But we're doing fine and enjoying our trip. How are the things at home?
Kate: At long last! Started to worry. Nothing new happening, if you disregard all that Xmas craze. Momo has recovered from her injury and frolicking again.
Kate: <file_photo>
Kate: Good old Momo! Yes, it is your scarf!
Ola: NO!!! It's one of my favorites! The one from Laos!
Kate: Too late. Momo thinks it belongs to her now. Get yourself a new one. They surely have nice ones there.
Ola: Not at all. Only cheapish cotton blouses with horrible multi-coloured embroidery or some equally horrible crochetted tops. No shawls or scarfs.
Ola: <file_photo>
Kate: Wait a sec!
Kate: <file_photo>
Kate: Isn't it similar?! Mum would probably like it. Why don't you?
Ola: Not a bad idea. But the quality is usually crappy.
Kate: And if you go to some boutique shop or something? Not at a market as in your pics?
Ola: I might try and find some. Would you like one too?
Kate: Not really. And Mum would prefer to be the only one with an authentic Cuban blouse :))
Ola: OK I'll have a look. Greets to everyone at home pls.
Kate: Take care!",Ola has arrived in Cuba and has connected to the outside world a bit. Kate and Ola are both happy to see each other.,NULL,0.0,1.0,Ola has arrived in Cuba and has connected to the outside world a bit. Kate and Ola are both happy to see each other.,NULL,0.0,1.0,False,False,7.8284,gpt-3.5-turbo-16k
